Periode,Antal,Recidivhændelser,Uddannelse,Køn,Alder
2017–2019,6,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,50–59 år
2017–2019,1,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,60+ år
2017–2019,0,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,15–19 år
2017–2019,3,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,20–24 år
2017–2019,1,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,25–29 år
2017–2019,2,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,30–34 år
2017–2019,3,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,35–39 år
2017–2019,2,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,40–49 år
2017–2019,0,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,50–59 år
2017–2019,0,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,60+ år
2018–2020,2584,Ingen tilbagefald,Grundskole,Mænd,15–19 år
2018–2020,2599,Ingen tilbagefald,Grundskole,Mænd,20–24 år
2018–2020,2180,Ingen tilbagefald,Grundskole,Mænd,25–29 år
2018–2020,1838,Ingen tilbagefald,Grundskole,Mænd,30–34 år
2018–2020,1623,Ingen tilbagefald,Grundskole,Mænd,35–39 år
2018–2020,3396,Ingen tilbagefald,Grundskole,Mænd,40–49 år
2018–2020,3004,Ingen tilbagefald,Grundskole,Mænd,50–59 år
2018–2020,2348,Ingen tilbagefald,Grundskole,Mænd,60+ år
2018–2020,702,Ingen tilbagefald,Grundskole,Kvinder,15–19 år
2018–2020,801,Ingen tilbagefald,Grundskole,Kvinder,20–24 år
2018–2020,622,Ingen tilbagefald,Grundskole,Kvinder,25–29 år
2018–2020,532,Ingen tilbagefald,Grundskole,Kvinder,30–34 år
2018–2020,478,Ingen tilbagefald,Grundskole,Kvinder,35–39 år
2018–2020,977,Ingen tilbagefald,Grundskole,Kvinder,40–49 år
2018–2020,897,Ingen tilbagefald,Grundskole,Kvinder,50–59 år
2018–2020,1027,Ingen tilbagefald,Grundskole,Kvinder,60+ år
2018–2020,2729,Ingen tilbagefald,Gymnasial uddannelse,Mænd,15–19 år
2018–2020,2157,Ingen tilbagefald,Gymnasial uddannelse,Mænd,20–24 år
2018–2020,641,Ingen tilbagefald,Gymnasial uddannelse,Mænd,25–29 år
2018–2020,414,Ingen tilbagefald,Gymnasial uddannelse,Mænd,30–34 år
2018–2020,355,Ingen tilbagefald,Gymnasial uddannelse,Mænd,35–39 år
2018–2020,790,Ingen tilbagefald,Gymnasial uddannelse,Mænd,40–49 år
2018–2020,682,Ingen tilbagefald,Gymnasial uddannelse,Mænd,50–59 år
2018–2020,357,Ingen tilbagefald,Gymnasial uddannelse,Mænd,60+ år
2018–2020,592,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,15–19 år
2018–2020,678,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,20–24 år
2018–2020,151,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,25–29 år
2018–2020,120,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,30–34 år
2018–2020,148,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,35–39 år
2018–2020,341,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,40–49 år
2018–2020,289,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,50–59 år
2018–2020,102,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,60+ år
2018–2020,970,Ingen tilbagefald,Erhvervsuddannelse,Mænd,15–19 år
2018–2020,3044,Ingen tilbagefald,Erhvervsuddannelse,Mænd,20–24 år
2018–2020,3024,Ingen tilbagefald,Erhvervsuddannelse,Mænd,25–29 år
2018–2020,2315,Ingen tilbagefald,Erhvervsuddannelse,Mænd,30–34 år
2018–2020,2301,Ingen tilbagefald,Erhvervsuddannelse,Mænd,35–39 år
2018–2020,5491,Ingen tilbagefald,Erhvervsuddannelse,Mænd,40–49 år
2018–2020,5257,Ingen tilbagefald,Erhvervsuddannelse,Mænd,50–59 år
2018–2020,3842,Ingen tilbagefald,Erhvervsuddannelse,Mænd,60+ år
2018–2020,91,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,15–19 år
2018–2020,568,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,20–24 år
2018–2020,769,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,25–29 år
2018–2020,683,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,30–34 år
2018–2020,724,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,35–39 år
2018–2020,1911,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,40–49 år
2018–2020,1744,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,50–59 år
2018–2020,1105,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,60+ år
2018–2020,33,Ingen tilbagefald,Videregående uddannelse,Mænd,15–19 år
2018–2020,1094,Ingen tilbagefald,Videregående uddannelse,Mænd,20–24 år
2018–2020,1545,Ingen tilbagefald,Videregående uddannelse,Mænd,25–29 år
2018–2020,1350,Ingen tilbagefald,Videregående uddannelse,Mænd,30–34 år
2018–2020,1336,Ingen tilbagefald,Videregående uddannelse,Mænd,35–39 år
2018–2020,3532,Ingen tilbagefald,Videregående uddannelse,Mænd,40–49 år
2018–2020,3021,Ingen tilbagefald,Videregående uddannelse,Mænd,50–59 år
2018–2020,2465,Ingen tilbagefald,Videregående uddannelse,Mænd,60+ år
2018–2020,9,Ingen tilbagefald,Videregående uddannelse,Kvinder,15–19 år
2018–2020,539,Ingen tilbagefald,Videregående uddannelse,Kvinder,20–24 år
2018–2020,873,Ingen tilbagefald,Videregående uddannelse,Kvinder,25–29 år
2018–2020,842,Ingen tilbagefald,Videregående uddannelse,Kvinder,30–34 år
2018–2020,970,Ingen tilbagefald,Videregående uddannelse,Kvinder,35–39 år
2018–2020,2356,Ingen tilbagefald,Videregående uddannelse,Kvinder,40–49 år
2018–2020,1794,Ingen tilbagefald,Videregående uddannelse,Kvinder,50–59 år
2018–2020,1220,Ingen tilbagefald,Videregående uddannelse,Kvinder,60+ år
2018–2020,68,Ingen tilbagefald,Uoplyst uddannelse,Mænd,15–19 år
2018–2020,350,Ingen tilbagefald,Uoplyst uddannelse,Mænd,20–24 år
2018–2020,738,Ingen tilbagefald,Uoplyst uddannelse,Mænd,25–29 år
2018–2020,819,Ingen tilbagefald,Uoplyst uddannelse,Mænd,30–34 år
2018–2020,624,Ingen tilbagefald,Uoplyst uddannelse,Mænd,35–39 år
2018–2020,948,Ingen tilbagefald,Uoplyst uddannelse,Mænd,40–49 år
2018–2020,673,Ingen tilbagefald,Uoplyst uddannelse,Mænd,50–59 år
2018–2020,366,Ingen tilbagefald,Uoplyst uddannelse,Mænd,60+ år
2018–2020,19,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,15–19 år
2018–2020,72,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,20–24 år
2018–2020,223,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,25–29 år
2018–2020,206,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,30–34 år
2018–2020,130,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,35–39 år
2018–2020,205,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,40–49 år
2018–2020,125,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,50–59 år
2018–2020,94,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,60+ år
2018–2020,1126,1 tilbagefald,Grundskole,Mænd,15–19 år
2018–2020,1292,1 tilbagefald,Grundskole,Mænd,20–24 år
2018–2020,986,1 tilbagefald,Grundskole,Mænd,25–29 år
2018–2020,803,1 tilbagefald,Grundskole,Mænd,30–34 år
2018–2020,657,1 tilbagefald,Grundskole,Mænd,35–39 år
2018–2020,1111,1 tilbagefald,Grundskole,Mænd,40–49 år
2018–2020,753,1 tilbagefald,Grundskole,Mænd,50–59 år
2018–2020,324,1 tilbagefald,Grundskole,Mænd,60+ år
2018–2020,159,1 tilbagefald,Grundskole,Kvinder,15–19 år
2018–2020,226,1 tilbagefald,Grundskole,Kvinder,20–24 år
2018–2020,174,1 tilbagefald,Grundskole,Kvinder,25–29 år
2018–2020,149,1 tilbagefald,Grundskole,Kvinder,30–34 år
2018–2020,101,1 tilbagefald,Grundskole,Kvinder,35–39 år
2018–2020,191,1 tilbagefald,Grundskole,Kvinder,40–49 år
2018–2020,141,1 tilbagefald,Grundskole,Kvinder,50–59 år
2018–2020,93,1 tilbagefald,Grundskole,Kvinder,60+ år
2018–2020,704,1 tilbagefald,Gymnasial uddannelse,Mænd,15–19 år
2018–2020,511,1 tilbagefald,Gymnasial uddannelse,Mænd,20–24 år
2018–2020,211,1 tilbagefald,Gymnasial uddannelse,Mænd,25–29 år
2018–2020,99,1 tilbagefald,Gymnasial uddannelse,Mænd,30–34 år
2018–2020,83,1 tilbagefald,Gymnasial uddannelse,Mænd,35–39 år
2018–2020,168,1 tilbagefald,Gymnasial uddannelse,Mænd,40–49 år
2018–2020,155,1 tilbagefald,Gymnasial uddannelse,Mænd,50–59 år
2018–2020,55,1 tilbagefald,Gymnasial uddannelse,Mænd,60+ år
2018–2020,68,1 tilbagefald,Gymnasial uddannelse,Kvinder,15–19 år
2018–2020,71,1 tilbagefald,Gymnasial uddannelse,Kvinder,20–24 år
2018–2020,32,1 tilbagefald,Gymnasial uddannelse,Kvinder,25–29 år
2018–2020,24,1 tilbagefald,Gymnasial uddannelse,Kvinder,30–34 år
2018–2020,24,1 tilbagefald,Gymnasial uddannelse,Kvinder,35–39 år
2018–2020,37,1 tilbagefald,Gymnasial uddannelse,Kvinder,40–49 år
2018–2020,29,1 tilbagefald,Gymnasial uddannelse,Kvinder,50–59 år
2018–2020,9,1 tilbagefald,Gymnasial uddannelse,Kvinder,60+ år
2018–2020,415,1 tilbagefald,Erhvervsuddannelse,Mænd,15–19 år
2018–2020,1087,1 tilbagefald,Erhvervsuddannelse,Mænd,20–24 år
2018–2020,941,1 tilbagefald,Erhvervsuddannelse,Mænd,25–29 år
2018–2020,700,1 tilbagefald,Erhvervsuddannelse,Mænd,30–34 år
2018–2020,609,1 tilbagefald,Erhvervsuddannelse,Mænd,35–39 år
2018–2020,1296,1 tilbagefald,Erhvervsuddannelse,Mænd,40–49 år
2018–2020,1078,1 tilbagefald,Erhvervsuddannelse,Mænd,50–59 år
2018–2020,481,1 tilbagefald,Erhvervsuddannelse,Mænd,60+ år
2018–2020,16,1 tilbagefald,Erhvervsuddannelse,Kvinder,15–19 år
2018–2020,108,1 tilbagefald,Erhvervsuddannelse,Kvinder,20–24 år
2018–2020,136,1 tilbagefald,Erhvervsuddannelse,Kvinder,25–29 år
2018–2020,122,1 tilbagefald,Erhvervsuddannelse,Kvinder,30–34 år
2018–2020,107,1 tilbagefald,Erhvervsuddannelse,Kvinder,35–39 år
2018–2020,243,1 tilbagefald,Erhvervsuddannelse,Kvinder,40–49 år
2018–2020,206,1 tilbagefald,Erhvervsuddannelse,Kvinder,50–59 år
2018–2020,82,1 tilbagefald,Erhvervsuddannelse,Kvinder,60+ år
2018–2020,5,1 tilbagefald,Videregående uddannelse,Mænd,15–19 år
2018–2020,244,1 tilbagefald,Videregående uddannelse,Mænd,20–24 år
2018–2020,301,1 tilbagefald,Videregående uddannelse,Mænd,25–29 år
2018–2020,245,1 tilbagefald,Videregående uddannelse,Mænd,30–34 år
2018–2020,264,1 tilbagefald,Videregående uddannelse,Mænd,35–39 år
2018–2020,619,1 tilbagefald,Videregående uddannelse,Mænd,40–49 år
2018–2020,528,1 tilbagefald,Videregående uddannelse,Mænd,50–59 år
2018–2020,246,1 tilbagefald,Videregående uddannelse,Mænd,60+ år
2018–2020,1,1 tilbagefald,Videregående uddannelse,Kvinder,15–19 år
2018–2020,68,1 tilbagefald,Videregående uddannelse,Kvinder,20–24 år
2018–2020,83,1 tilbagefald,Videregående uddannelse,Kvinder,25–29 år
2018–2020,76,1 tilbagefald,Videregående uddannelse,Kvinder,30–34 år
2018–2020,111,1 tilbagefald,Videregående uddannelse,Kvinder,35–39 år
2018–2020,239,1 tilbagefald,Videregående uddannelse,Kvinder,40–49 år
2018–2020,200,1 tilbagefald,Videregående uddannelse,Kvinder,50–59 år
2018–2020,77,1 tilbagefald,Videregående uddannelse,Kvinder,60+ år
2018–2020,20,1 tilbagefald,Uoplyst uddannelse,Mænd,15–19 år
2018–2020,88,1 tilbagefald,Uoplyst uddannelse,Mænd,20–24 år
2018–2020,184,1 tilbagefald,Uoplyst uddannelse,Mænd,25–29 år
2018–2020,219,1 tilbagefald,Uoplyst uddannelse,Mænd,30–34 år
2018–2020,157,1 tilbagefald,Uoplyst uddannelse,Mænd,35–39 år
2018–2020,202,1 tilbagefald,Uoplyst uddannelse,Mænd,40–49 år
2018–2020,152,1 tilbagefald,Uoplyst uddannelse,Mænd,50–59 år
2018–2020,55,1 tilbagefald,Uoplyst uddannelse,Mænd,60+ år
2018–2020,3,1 tilbagefald,Uoplyst uddannelse,Kvinder,15–19 år
2018–2020,8,1 tilbagefald,Uoplyst uddannelse,Kvinder,20–24 år
2018–2020,18,1 tilbagefald,Uoplyst uddannelse,Kvinder,25–29 år
2018–2020,21,1 tilbagefald,Uoplyst uddannelse,Kvinder,30–34 år
2018–2020,25,1 tilbagefald,Uoplyst uddannelse,Kvinder,35–39 år
2018–2020,26,1 tilbagefald,Uoplyst uddannelse,Kvinder,40–49 år
2018–2020,18,1 tilbagefald,Uoplyst uddannelse,Kvinder,50–59 år
2018–2020,9,1 tilbagefald,Uoplyst uddannelse,Kvinder,60+ år
2018–2020,591,2 tilbagefald,Grundskole,Mænd,15–19 år
2018–2020,728,2 tilbagefald,Grundskole,Mænd,20–24 år
2018–2020,570,2 tilbagefald,Grundskole,Mænd,25–29 år
2018–2020,386,2 tilbagefald,Grundskole,Mænd,30–34 år
2018–2020,314,2 tilbagefald,Grundskole,Mænd,35–39 år
2018–2020,489,2 tilbagefald,Grundskole,Mænd,40–49 år
2018–2020,272,2 tilbagefald,Grundskole,Mænd,50–59 år
2018–2020,83,2 tilbagefald,Grundskole,Mænd,60+ år
2018–2020,85,2 tilbagefald,Grundskole,Kvinder,15–19 år
2018–2020,126,2 tilbagefald,Grundskole,Kvinder,20–24 år
2018–2020,79,2 tilbagefald,Grundskole,Kvinder,25–29 år
2018–2020,42,2 tilbagefald,Grundskole,Kvinder,30–34 år
2018–2020,47,2 tilbagefald,Grundskole,Kvinder,35–39 år
2018–2020,97,2 tilbagefald,Grundskole,Kvinder,40–49 år
2018–2020,48,2 tilbagefald,Grundskole,Kvinder,50–59 år
2018–2020,19,2 tilbagefald,Grundskole,Kvinder,60+ år
2018–2020,280,2 tilbagefald,Gymnasial uddannelse,Mænd,15–19 år
2018–2020,172,2 tilbagefald,Gymnasial uddannelse,Mænd,20–24 år
2018–2020,87,2 tilbagefald,Gymnasial uddannelse,Mænd,25–29 år
2018–2020,48,2 tilbagefald,Gymnasial uddannelse,Mænd,30–34 år
2018–2020,41,2 tilbagefald,Gymnasial uddannelse,Mænd,35–39 år
2018–2020,66,2 tilbagefald,Gymnasial uddannelse,Mænd,40–49 år
2018–2020,40,2 tilbagefald,Gymnasial uddannelse,Mænd,50–59 år
2018–2020,10,2 tilbagefald,Gymnasial uddannelse,Mænd,60+ år
2018–2020,20,2 tilbagefald,Gymnasial uddannelse,Kvinder,15–19 år
2018–2020,20,2 tilbagefald,Gymnasial uddannelse,Kvinder,20–24 år
2018–2020,9,2 tilbagefald,Gymnasial uddannelse,Kvinder,25–29 år
2018–2020,5,2 tilbagefald,Gymnasial uddannelse,Kvinder,30–34 år
2018–2020,8,2 tilbagefald,Gymnasial uddannelse,Kvinder,35–39 år
2018–2020,11,2 tilbagefald,Gymnasial uddannelse,Kvinder,40–49 år
2018–2020,5,2 tilbagefald,Gymnasial uddannelse,Kvinder,50–59 år
2018–2020,3,2 tilbagefald,Gymnasial uddannelse,Kvinder,60+ år
2018–2020,203,2 tilbagefald,Erhvervsuddannelse,Mænd,15–19 år
2018–2020,470,2 tilbagefald,Erhvervsuddannelse,Mænd,20–24 år
2018–2020,370,2 tilbagefald,Erhvervsuddannelse,Mænd,25–29 år
2018–2020,258,2 tilbagefald,Erhvervsuddannelse,Mænd,30–34 år
2018–2020,198,2 tilbagefald,Erhvervsuddannelse,Mænd,35–39 år
2018–2020,394,2 tilbagefald,Erhvervsuddannelse,Mænd,40–49 år
2018–2020,339,2 tilbagefald,Erhvervsuddannelse,Mænd,50–59 år
2018–2020,121,2 tilbagefald,Erhvervsuddannelse,Mænd,60+ år
2018–2020,6,2 tilbagefald,Erhvervsuddannelse,Kvinder,15–19 år
2018–2020,33,2 tilbagefald,Erhvervsuddannelse,Kvinder,20–24 år
2018–2020,30,2 tilbagefald,Erhvervsuddannelse,Kvinder,25–29 år
2018–2020,27,2 tilbagefald,Erhvervsuddannelse,Kvinder,30–34 år
2018–2020,36,2 tilbagefald,Erhvervsuddannelse,Kvinder,35–39 år
2018–2020,54,2 tilbagefald,Erhvervsuddannelse,Kvinder,40–49 år
2018–2020,45,2 tilbagefald,Erhvervsuddannelse,Kvinder,50–59 år
2018–2020,16,2 tilbagefald,Erhvervsuddannelse,Kvinder,60+ år
2018–2020,2,2 tilbagefald,Videregående uddannelse,Mænd,15–19 år
2018–2020,75,2 tilbagefald,Videregående uddannelse,Mænd,20–24 år
2018–2020,98,2 tilbagefald,Videregående uddannelse,Mænd,25–29 år
2018–2020,64,2 tilbagefald,Videregående uddannelse,Mænd,30–34 år
2018–2020,70,2 tilbagefald,Videregående uddannelse,Mænd,35–39 år
2018–2020,121,2 tilbagefald,Videregående uddannelse,Mænd,40–49 år
2018–2020,111,2 tilbagefald,Videregående uddannelse,Mænd,50–59 år
2018–2020,57,2 tilbagefald,Videregående uddannelse,Mænd,60+ år
2018–2020,0,2 tilbagefald,Videregående uddannelse,Kvinder,15–19 år
2018–2020,12,2 tilbagefald,Videregående uddannelse,Kvinder,20–24 år
2018–2020,19,2 tilbagefald,Videregående uddannelse,Kvinder,25–29 år
2018–2020,13,2 tilbagefald,Videregående uddannelse,Kvinder,30–34 år
2018–2020,16,2 tilbagefald,Videregående uddannelse,Kvinder,35–39 år
2018–2020,40,2 tilbagefald,Videregående uddannelse,Kvinder,40–49 år
2018–2020,18,2 tilbagefald,Videregående uddannelse,Kvinder,50–59 år
2018–2020,9,2 tilbagefald,Videregående uddannelse,Kvinder,60+ år
2018–2020,6,2 tilbagefald,Uoplyst uddannelse,Mænd,15–19 år
2018–2020,31,2 tilbagefald,Uoplyst uddannelse,Mænd,20–24 år
2018–2020,72,2 tilbagefald,Uoplyst uddannelse,Mænd,25–29 år
2018–2020,75,2 tilbagefald,Uoplyst uddannelse,Mænd,30–34 år
2018–2020,52,2 tilbagefald,Uoplyst uddannelse,Mænd,35–39 år
2018–2020,87,2 tilbagefald,Uoplyst uddannelse,Mænd,40–49 år
2018–2020,38,2 tilbagefald,Uoplyst uddannelse,Mænd,50–59 år
2018–2020,13,2 tilbagefald,Uoplyst uddannelse,Mænd,60+ år
2018–2020,0,2 tilbagefald,Uoplyst uddannelse,Kvinder,15–19 år
2018–2020,3,2 tilbagefald,Uoplyst uddannelse,Kvinder,20–24 år
2018–2020,9,2 tilbagefald,Uoplyst uddannelse,Kvinder,25–29 år
2018–2020,12,2 tilbagefald,Uoplyst uddannelse,Kvinder,30–34 år
2018–2020,6,2 tilbagefald,Uoplyst uddannelse,Kvinder,35–39 år
2018–2020,8,2 tilbagefald,Uoplyst uddannelse,Kvinder,40–49 år
2018–2020,4,2 tilbagefald,Uoplyst uddannelse,Kvinder,50–59 år
2018–2020,2,2 tilbagefald,Uoplyst uddannelse,Kvinder,60+ år
2018–2020,378,3 tilbagefald,Grundskole,Mænd,15–19 år
2018–2020,470,3 tilbagefald,Grundskole,Mænd,20–24 år
2018–2020,375,3 tilbagefald,Grundskole,Mænd,25–29 år
2018–2020,225,3 tilbagefald,Grundskole,Mænd,30–34 år
2018–2020,171,3 tilbagefald,Grundskole,Mænd,35–39 år
2018–2020,265,3 tilbagefald,Grundskole,Mænd,40–49 år
2018–2020,116,3 tilbagefald,Grundskole,Mænd,50–59 år
2018–2020,32,3 tilbagefald,Grundskole,Mænd,60+ år
2018–2020,35,3 tilbagefald,Grundskole,Kvinder,15–19 år
2018–2020,51,3 tilbagefald,Grundskole,Kvinder,20–24 år
2018–2020,38,3 tilbagefald,Grundskole,Kvinder,25–29 år
2018–2020,37,3 tilbagefald,Grundskole,Kvinder,30–34 år
2018–2020,22,3 tilbagefald,Grundskole,Kvinder,35–39 år
2018–2020,40,3 tilbagefald,Grundskole,Kvinder,40–49 år
2018–2020,25,3 tilbagefald,Grundskole,Kvinder,50–59 år
2018–2020,14,3 tilbagefald,Grundskole,Kvinder,60+ år
2018–2020,105,3 tilbagefald,Gymnasial uddannelse,Mænd,15–19 år
2018–2020,87,3 tilbagefald,Gymnasial uddannelse,Mænd,20–24 år
2018–2020,43,3 tilbagefald,Gymnasial uddannelse,Mænd,25–29 år
2018–2020,19,3 tilbagefald,Gymnasial uddannelse,Mænd,30–34 år
2018–2020,13,3 tilbagefald,Gymnasial uddannelse,Mænd,35–39 år
2018–2020,25,3 tilbagefald,Gymnasial uddannelse,Mænd,40–49 år
2018–2020,15,3 tilbagefald,Gymnasial uddannelse,Mænd,50–59 år
2018–2020,4,3 tilbagefald,Gymnasial uddannelse,Mænd,60+ år
2018–2020,6,3 tilbagefald,Gymnasial uddannelse,Kvinder,15–19 år
2018–2020,9,3 tilbagefald,Gymnasial uddannelse,Kvinder,20–24 år
2018–2020,2,3 tilbagefald,Gymnasial uddannelse,Kvinder,25–29 år
2018–2020,2,3 tilbagefald,Gymnasial uddannelse,Kvinder,30–34 år
2018–2020,2,3 tilbagefald,Gymnasial uddannelse,Kvinder,35–39 år
2018–2020,6,3 tilbagefald,Gymnasial uddannelse,Kvinder,40–49 år
2018–2020,2,3 tilbagefald,Gymnasial uddannelse,Kvinder,50–59 år
2018–2020,0,3 tilbagefald,Gymnasial uddannelse,Kvinder,60+ år
2018–2020,113,3 tilbagefald,Erhvervsuddannelse,Mænd,15–19 år
2018–2020,229,3 tilbagefald,Erhvervsuddannelse,Mænd,20–24 år
2018–2020,162,3 tilbagefald,Erhvervsuddannelse,Mænd,25–29 år
2018–2020,99,3 tilbagefald,Erhvervsuddannelse,Mænd,30–34 år
2018–2020,97,3 tilbagefald,Erhvervsuddannelse,Mænd,35–39 år
2018–2020,173,3 tilbagefald,Erhvervsuddannelse,Mænd,40–49 år
2018–2020,124,3 tilbagefald,Erhvervsuddannelse,Mænd,50–59 år
2018–2020,41,3 tilbagefald,Erhvervsuddannelse,Mænd,60+ år
2018–2020,3,3 tilbagefald,Erhvervsuddannelse,Kvinder,15–19 år
2018–2020,16,3 tilbagefald,Erhvervsuddannelse,Kvinder,20–24 år
2018–2020,20,3 tilbagefald,Erhvervsuddannelse,Kvinder,25–29 år
2018–2020,7,3 tilbagefald,Erhvervsuddannelse,Kvinder,30–34 år
2018–2020,10,3 tilbagefald,Erhvervsuddannelse,Kvinder,35–39 år
2018–2020,17,3 tilbagefald,Erhvervsuddannelse,Kvinder,40–49 år
2018–2020,11,3 tilbagefald,Erhvervsuddannelse,Kvinder,50–59 år
2018–2020,6,3 tilbagefald,Erhvervsuddannelse,Kvinder,60+ år
2018–2020,1,3 tilbagefald,Videregående uddannelse,Mænd,15–19 år
2018–2020,34,3 tilbagefald,Videregående uddannelse,Mænd,20–24 år
2018–2020,42,3 tilbagefald,Videregående uddannelse,Mænd,25–29 år
2018–2020,30,3 tilbagefald,Videregående uddannelse,Mænd,30–34 år
2018–2020,14,3 tilbagefald,Videregående uddannelse,Mænd,35–39 år
2018–2020,50,3 tilbagefald,Videregående uddannelse,Mænd,40–49 år
2018–2020,36,3 tilbagefald,Videregående uddannelse,Mænd,50–59 år
2018–2020,13,3 tilbagefald,Videregående uddannelse,Mænd,60+ år
2018–2020,0,3 tilbagefald,Videregående uddannelse,Kvinder,15–19 år
2018–2020,5,3 tilbagefald,Videregående uddannelse,Kvinder,20–24 år
2018–2020,6,3 tilbagefald,Videregående uddannelse,Kvinder,25–29 år
2018–2020,3,3 tilbagefald,Videregående uddannelse,Kvinder,30–34 år
2018–2020,7,3 tilbagefald,Videregående uddannelse,Kvinder,35–39 år
2018–2020,14,3 tilbagefald,Videregående uddannelse,Kvinder,40–49 år
2018–2020,5,3 tilbagefald,Videregående uddannelse,Kvinder,50–59 år
2018–2020,4,3 tilbagefald,Videregående uddannelse,Kvinder,60+ år
2018–2020,3,3 tilbagefald,Uoplyst uddannelse,Mænd,15–19 år
2018–2020,20,3 tilbagefald,Uoplyst uddannelse,Mænd,20–24 år
2018–2020,43,3 tilbagefald,Uoplyst uddannelse,Mænd,25–29 år
2018–2020,57,3 tilbagefald,Uoplyst uddannelse,Mænd,30–34 år
2018–2020,34,3 tilbagefald,Uoplyst uddannelse,Mænd,35–39 år
2018–2020,40,3 tilbagefald,Uoplyst uddannelse,Mænd,40–49 år
2018–2020,23,3 tilbagefald,Uoplyst uddannelse,Mænd,50–59 år
2018–2020,7,3 tilbagefald,Uoplyst uddannelse,Mænd,60+ år
2018–2020,0,3 tilbagefald,Uoplyst uddannelse,Kvinder,15–19 år
2018–2020,1,3 tilbagefald,Uoplyst uddannelse,Kvinder,20–24 år
2018–2020,4,3 tilbagefald,Uoplyst uddannelse,Kvinder,25–29 år
2018–2020,6,3 tilbagefald,Uoplyst uddannelse,Kvinder,30–34 år
2018–2020,2,3 tilbagefald,Uoplyst uddannelse,Kvinder,35–39 år
2018–2020,1,3 tilbagefald,Uoplyst uddannelse,Kvinder,40–49 år
2018–2020,0,3 tilbagefald,Uoplyst uddannelse,Kvinder,50–59 år
2018–2020,1,3 tilbagefald,Uoplyst uddannelse,Kvinder,60+ år
2018–2020,863,4-9 tilbagefald,Grundskole,Mænd,15–19 år
2018–2020,1103,4-9 tilbagefald,Grundskole,Mænd,20–24 år
2018–2020,741,4-9 tilbagefald,Grundskole,Mænd,25–29 år
2018–2020,421,4-9 tilbagefald,Grundskole,Mænd,30–34 år
2018–2020,292,4-9 tilbagefald,Grundskole,Mænd,35–39 år
2018–2020,393,4-9 tilbagefald,Grundskole,Mænd,40–49 år
2018–2020,154,4-9 tilbagefald,Grundskole,Mænd,50–59 år
2018–2020,30,4-9 tilbagefald,Grundskole,Mænd,60+ år
2018–2020,42,4-9 tilbagefald,Grundskole,Kvinder,15–19 år
2018–2020,97,4-9 tilbagefald,Grundskole,Kvinder,20–24 år
2018–2020,65,4-9 tilbagefald,Grundskole,Kvinder,25–29 år
2018–2020,36,4-9 tilbagefald,Grundskole,Kvinder,30–34 år
2018–2020,28,4-9 tilbagefald,Grundskole,Kvinder,35–39 år
2018–2020,49,4-9 tilbagefald,Grundskole,Kvinder,40–49 år
2018–2020,27,4-9 tilbagefald,Grundskole,Kvinder,50–59 år
2018–2020,7,4-9 tilbagefald,Grundskole,Kvinder,60+ år
2018–2020,162,4-9 tilbagefald,Gymnasial uddannelse,Mænd,15–19 år
2018–2020,121,4-9 tilbagefald,Gymnasial uddannelse,Mænd,20–24 år
2018–2020,45,4-9 tilbagefald,Gymnasial uddannelse,Mænd,25–29 år
2018–2020,26,4-9 tilbagefald,Gymnasial uddannelse,Mænd,30–34 år
2018–2020,16,4-9 tilbagefald,Gymnasial uddannelse,Mænd,35–39 år
2018–2020,30,4-9 tilbagefald,Gymnasial uddannelse,Mænd,40–49 år
2018–2020,13,4-9 tilbagefald,Gymnasial uddannelse,Mænd,50–59 år
