Periode,Antal,Recidivhændelser,Tidligere_domme,Varighed_til_tilbagefald,Køn,Alder
2017–2019,10,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2017–2019,12,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2017–2019,7,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2017–2019,2,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2017–2019,1,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2017–2019,0,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2017–2019,3,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2017–2019,2,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2017–2019,3,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2017–2019,0,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2017–2019,0,4-9 tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2017–2019,99,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2017–2019,88,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2017–2019,53,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2017–2019,48,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2017–2019,51,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2017–2019,17,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2017–2019,2,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2017–2019,3,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2017–2019,4,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2017–2019,5,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2017–2019,2,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2017–2019,4,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2017–2019,3,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2017–2019,2,4-9 tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2017–2019,47,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2017–2019,43,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2017–2019,23,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2017–2019,16,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2017–2019,14,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2017–2019,6,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2017–2019,0,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2017–2019,0,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2017–2019,1,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2017–2019,3,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2017–2019,4,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2017–2019,1,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2017–2019,2,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2017–2019,0,4-9 tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2017–2019,7,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2017–2019,5,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2017–2019,0,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2017–2019,0,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2017–2019,1,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2017–2019,1,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2017–2019,0,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2017–2019,0,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2017–2019,0,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2017–2019,0,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2017–2019,1,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2017–2019,0,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2017–2019,0,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2017–2019,0,10 eller flere tilbagefald,Ingen tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2017–2019,5,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2017–2019,4,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2017–2019,1,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2017–2019,2,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2017–2019,5,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2017–2019,0,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2017–2019,1,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2017–2019,0,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2017–2019,1,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2017–2019,1,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2017–2019,1,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2017–2019,0,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2017–2019,0,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2017–2019,0,10 eller flere tilbagefald,1 Tidligere dom,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2017–2019,6,10 eller flere tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2017–2019,2,10 eller flere tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2017–2019,4,10 eller flere tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2017–2019,1,10 eller flere tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2017–2019,4,10 eller flere tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2017–2019,2,10 eller flere tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2017–2019,0,10 eller flere tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2017–2019,0,10 eller flere tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2017–2019,1,10 eller flere tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2017–2019,0,10 eller flere tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2017–2019,0,10 eller flere tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2017–2019,1,10 eller flere tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2017–2019,1,10 eller flere tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2017–2019,0,10 eller flere tilbagefald,2 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2017–2019,5,10 eller flere tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2017–2019,11,10 eller flere tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2017–2019,4,10 eller flere tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2017–2019,3,10 eller flere tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2017–2019,0,10 eller flere tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2017–2019,1,10 eller flere tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2017–2019,1,10 eller flere tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2017–2019,0,10 eller flere tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2017–2019,0,10 eller flere tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2017–2019,0,10 eller flere tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2017–2019,1,10 eller flere tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2017–2019,0,10 eller flere tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2017–2019,0,10 eller flere tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2017–2019,0,10 eller flere tilbagefald,3 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2017–2019,8,10 eller flere tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2017–2019,7,10 eller flere tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2017–2019,4,10 eller flere tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2017–2019,0,10 eller flere tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2017–2019,5,10 eller flere tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2017–2019,0,10 eller flere tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2017–2019,0,10 eller flere tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2017–2019,0,10 eller flere tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2017–2019,0,10 eller flere tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2017–2019,1,10 eller flere tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2017–2019,0,10 eller flere tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2017–2019,0,10 eller flere tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2017–2019,0,10 eller flere tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2017–2019,0,10 eller flere tilbagefald,4 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2017–2019,32,10 eller flere tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2017–2019,21,10 eller flere tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2017–2019,15,10 eller flere tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2017–2019,13,10 eller flere tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2017–2019,10,10 eller flere tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2017–2019,2,10 eller flere tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2017–2019,1,10 eller flere tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2017–2019,0,10 eller flere tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2017–2019,1,10 eller flere tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2017–2019,0,10 eller flere tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2017–2019,0,10 eller flere tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2017–2019,0,10 eller flere tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2017–2019,2,10 eller flere tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2017–2019,0,10 eller flere tilbagefald,5-9 Tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2017–2019,14,10 eller flere tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,20–24 år
2017–2019,12,10 eller flere tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,25–29 år
2017–2019,11,10 eller flere tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,30–34 år
2017–2019,3,10 eller flere tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,35–39 år
2017–2019,8,10 eller flere tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,40–49 år
2017–2019,0,10 eller flere tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,50–59 år
2017–2019,1,10 eller flere tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Mænd,60+ år
2017–2019,0,10 eller flere tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,20–24 år
2017–2019,1,10 eller flere tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,25–29 år
2017–2019,0,10 eller flere tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,30–34 år
2017–2019,1,10 eller flere tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,35–39 år
2017–2019,1,10 eller flere tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,40–49 år
2017–2019,0,10 eller flere tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,50–59 år
2017–2019,0,10 eller flere tilbagefald,10 eller flere tidligere domme,Efter 6 måneder og indenfor 1 år,Kvinder,60+ år
2017–2019,0,Ingen tilbagefald,Ingen tidligere domme,Efter 1 år og indenfor 2 år,Mænd,20–24 år
2017–2019,0,Ingen tilbagefald,Ingen tidligere domme,Efter 1 år og indenfor 2 år,Mænd,25–29 år
2017–2019,0,Ingen tilbagefald,Ingen tidligere domme,Efter 1 år og indenfor 2 år,Mænd,30–34 år
2017–2019,0,Ingen tilbagefald,Ingen tidligere domme,Efter 1 år og indenfor 2 år,Mænd,35–39 år
2017–2019,0,Ingen tilbagefald,Ingen tidligere domme,Efter 1 år og indenfor 2 år,Mænd,40–49 år
2017–2019,0,Ingen tilbagefald,Ingen tidligere domme,Efter 1 år og indenfor 2 år,Mænd,50–59 år
2017–2019,0,Ingen tilbagefald,Ingen tidligere domme,Efter 1 år og indenfor 2 år,Mænd,60+ år
2017–2019,0,Ingen tilbagefald,Ingen tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,20–24 år
2017–2019,0,Ingen tilbagefald,Ingen tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,25–29 år
2017–2019,0,Ingen tilbagefald,Ingen tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,30–34 år
2017–2019,0,Ingen tilbagefald,Ingen tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,35–39 år
2017–2019,0,Ingen tilbagefald,Ingen tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,40–49 år
2017–2019,0,Ingen tilbagefald,Ingen tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,50–59 år
2017–2019,0,Ingen tilbagefald,Ingen tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,60+ år
2017–2019,0,Ingen tilbagefald,1 Tidligere dom,Efter 1 år og indenfor 2 år,Mænd,20–24 år
2017–2019,0,Ingen tilbagefald,1 Tidligere dom,Efter 1 år og indenfor 2 år,Mænd,25–29 år
2017–2019,0,Ingen tilbagefald,1 Tidligere dom,Efter 1 år og indenfor 2 år,Mænd,30–34 år
2017–2019,0,Ingen tilbagefald,1 Tidligere dom,Efter 1 år og indenfor 2 år,Mænd,35–39 år
2017–2019,0,Ingen tilbagefald,1 Tidligere dom,Efter 1 år og indenfor 2 år,Mænd,40–49 år
2017–2019,0,Ingen tilbagefald,1 Tidligere dom,Efter 1 år og indenfor 2 år,Mænd,50–59 år
2017–2019,0,Ingen tilbagefald,1 Tidligere dom,Efter 1 år og indenfor 2 år,Mænd,60+ år
2017–2019,0,Ingen tilbagefald,1 Tidligere dom,Efter 1 år og indenfor 2 år,Kvinder,20–24 år
2017–2019,0,Ingen tilbagefald,1 Tidligere dom,Efter 1 år og indenfor 2 år,Kvinder,25–29 år
2017–2019,0,Ingen tilbagefald,1 Tidligere dom,Efter 1 år og indenfor 2 år,Kvinder,30–34 år
2017–2019,0,Ingen tilbagefald,1 Tidligere dom,Efter 1 år og indenfor 2 år,Kvinder,35–39 år
2017–2019,0,Ingen tilbagefald,1 Tidligere dom,Efter 1 år og indenfor 2 år,Kvinder,40–49 år
2017–2019,0,Ingen tilbagefald,1 Tidligere dom,Efter 1 år og indenfor 2 år,Kvinder,50–59 år
2017–2019,0,Ingen tilbagefald,1 Tidligere dom,Efter 1 år og indenfor 2 år,Kvinder,60+ år
2017–2019,0,Ingen tilbagefald,2 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,20–24 år
2017–2019,0,Ingen tilbagefald,2 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,25–29 år
2017–2019,0,Ingen tilbagefald,2 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,30–34 år
2017–2019,0,Ingen tilbagefald,2 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,35–39 år
2017–2019,0,Ingen tilbagefald,2 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,40–49 år
2017–2019,0,Ingen tilbagefald,2 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,50–59 år
2017–2019,0,Ingen tilbagefald,2 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,60+ år
2017–2019,0,Ingen tilbagefald,2 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,20–24 år
2017–2019,0,Ingen tilbagefald,2 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,25–29 år
2017–2019,0,Ingen tilbagefald,2 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,30–34 år
2017–2019,0,Ingen tilbagefald,2 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,35–39 år
2017–2019,0,Ingen tilbagefald,2 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,40–49 år
2017–2019,0,Ingen tilbagefald,2 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,50–59 år
2017–2019,0,Ingen tilbagefald,2 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,60+ år
2017–2019,0,Ingen tilbagefald,3 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,20–24 år
2017–2019,0,Ingen tilbagefald,3 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,25–29 år
2017–2019,0,Ingen tilbagefald,3 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,30–34 år
2017–2019,0,Ingen tilbagefald,3 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,35–39 år
2017–2019,0,Ingen tilbagefald,3 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,40–49 år
2017–2019,0,Ingen tilbagefald,3 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,50–59 år
2017–2019,0,Ingen tilbagefald,3 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,60+ år
2017–2019,0,Ingen tilbagefald,3 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,20–24 år
2017–2019,0,Ingen tilbagefald,3 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,25–29 år
2017–2019,0,Ingen tilbagefald,3 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,30–34 år
2017–2019,0,Ingen tilbagefald,3 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,35–39 år
2017–2019,0,Ingen tilbagefald,3 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,40–49 år
2017–2019,0,Ingen tilbagefald,3 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,50–59 år
2017–2019,0,Ingen tilbagefald,3 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,60+ år
2017–2019,0,Ingen tilbagefald,4 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,20–24 år
2017–2019,0,Ingen tilbagefald,4 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,25–29 år
2017–2019,0,Ingen tilbagefald,4 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,30–34 år
2017–2019,0,Ingen tilbagefald,4 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,35–39 år
2017–2019,0,Ingen tilbagefald,4 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,40–49 år
2017–2019,0,Ingen tilbagefald,4 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,50–59 år
2017–2019,0,Ingen tilbagefald,4 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,60+ år
2017–2019,0,Ingen tilbagefald,4 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,20–24 år
2017–2019,0,Ingen tilbagefald,4 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,25–29 år
2017–2019,0,Ingen tilbagefald,4 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,30–34 år
2017–2019,0,Ingen tilbagefald,4 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,35–39 år
2017–2019,0,Ingen tilbagefald,4 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,40–49 år
2017–2019,0,Ingen tilbagefald,4 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,50–59 år
2017–2019,0,Ingen tilbagefald,4 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,60+ år
2017–2019,0,Ingen tilbagefald,5-9 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,20–24 år
2017–2019,0,Ingen tilbagefald,5-9 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,25–29 år
2017–2019,0,Ingen tilbagefald,5-9 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,30–34 år
2017–2019,0,Ingen tilbagefald,5-9 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,35–39 år
2017–2019,0,Ingen tilbagefald,5-9 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,40–49 år
2017–2019,0,Ingen tilbagefald,5-9 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,50–59 år
2017–2019,0,Ingen tilbagefald,5-9 Tidligere domme,Efter 1 år og indenfor 2 år,Mænd,60+ år
2017–2019,0,Ingen tilbagefald,5-9 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,20–24 år
2017–2019,0,Ingen tilbagefald,5-9 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,25–29 år
2017–2019,0,Ingen tilbagefald,5-9 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,30–34 år
2017–2019,0,Ingen tilbagefald,5-9 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,35–39 år
2017–2019,0,Ingen tilbagefald,5-9 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,40–49 år
2017–2019,0,Ingen tilbagefald,5-9 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,50–59 år
2017–2019,0,Ingen tilbagefald,5-9 Tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,60+ år
2017–2019,0,Ingen tilbagefald,10 eller flere tidligere domme,Efter 1 år og indenfor 2 år,Mænd,20–24 år
2017–2019,0,Ingen tilbagefald,10 eller flere tidligere domme,Efter 1 år og indenfor 2 år,Mænd,25–29 år
2017–2019,0,Ingen tilbagefald,10 eller flere tidligere domme,Efter 1 år og indenfor 2 år,Mænd,30–34 år
2017–2019,0,Ingen tilbagefald,10 eller flere tidligere domme,Efter 1 år og indenfor 2 år,Mænd,35–39 år
2017–2019,0,Ingen tilbagefald,10 eller flere tidligere domme,Efter 1 år og indenfor 2 år,Mænd,40–49 år
2017–2019,0,Ingen tilbagefald,10 eller flere tidligere domme,Efter 1 år og indenfor 2 år,Mænd,50–59 år
2017–2019,0,Ingen tilbagefald,10 eller flere tidligere domme,Efter 1 år og indenfor 2 år,Mænd,60+ år
2017–2019,0,Ingen tilbagefald,10 eller flere tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,20–24 år
2017–2019,0,Ingen tilbagefald,10 eller flere tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,25–29 år
2017–2019,0,Ingen tilbagefald,10 eller flere tidligere domme,Efter 1 år og indenfor 2 år,Kvinder,30–34 år
